index	sentence	check	triplet
3223	보접합은 단순보로서 충분한 단부의 회전능력이 있어야 하며, 이를 위해서는 비탄성변형도 허용할 수 있다.	0	
3224	단면력의 산정버팀대식 널말뚝의 단면력 산정은 4.8.7.3.3(1)의 토압에 의한 것으로 하고, 버팀대 위치 및 가상 지지점으로 하는 단순보로서 검토한다.	0	
3225	부재 비지지길이에 걸쳐 비합성 일축대칭단면이 역곡률 휨을 받는 경우, 상부플랜지가 연속적으로 횡지지되지 않았으면 양측 플랜지 모두에 대해 횡비틀림좌굴강도를 검토해야 한다.	1	['일축대칭단면이', '휨을', '받는']
3226	이 경우 바닥판의 강성은 실험과 해석 결과와 부합하는 검증된 모델을 따르고, 골조의 강성은 상기 (2)에 따라 산정하여야 한다.	1	['강성은', '모델을', '따르고']
3227	단면변화를 준 덮개판 끝의 폭은 75mm 이상이어야 한다.	0	
3228	슬래브-보를 각 층별로 분리하여 해석할 경우, 연속 슬래브의 한 받침부의 휨모멘트는 슬래브-보가 그 받침부부터 두 경간 떨어진 받침부가 고정되어 있다고 가정하여 구할 수 있다.	0	
3229	전단강도는 다음 (2)에 따라 계산하지 않는 한 압축인 벽체에 대해서 이하이어야 한다.	0	
3230	4.4.3의 최소 부착철근량 이상이 받침부에 배치된 경우, 가정된 하중배치에 따라 탄성이론으로 계산된 부 및 정모멘트는 KDS 14 20 10(4.3.2)에 따라 감소시킬 수 있다.	0	
3231	축압축과 휨을 함께 받는 부재는 다음 식 (4.6-1)과 식 (4.6-2)를 만족하여야 한다.	1	['부재는', '식 (4.6-2)를', '만족하여야 한다.']
3232	그러나 위험단면부터 가장 바깥에 위치한 교차철선까지의 거리로 나타내는 정착길이는 식 (4.2-1)의 값 이상이어야 한다.	0	
3233	강재 단면과 철근콘크리트가 작용하중을 나누어 부담하도록 설계된 합성기둥은 KDS 14 31 10(4.2.8.2.1)의 요구사항을 만족시키는 전단연결재를 설치한다.	1	['합성기둥은', '전단연결재를', '설치한다.']
3234	압축연단 콘크리트가 가정된 극한변형률에 도달할 때 최외단 인장철근의 순인장변형률이 0.005의 인장지배변형률 한계 이상인 단면을 인장지배단면이라고 한다.	0	
3235	4.8.6.3은 케이블을 지지하거나, 또는 케이블에 의해 지지되는 구조부재에 관한 구조설계에 적용한다.	0	
3236	수축⋅온도철근으로 배치되는 이형철근 및 용접철망은 다음의 철근비 이상으로 하여야 하나, 어떤 경우에도 0.0014 이상이어야 한다.	0	
3237	각 덮개판의 최대두께는 덮개판이 붙여지는 플랜지두께의 2배를 초과해서는 안 된다.	1	['최대두께는', '2배를', '초과해서는']
3238	이 탄성거동은 재료가 선형탄성이고 균질하며 등방성이라고 가정하여 균열이 없는 콘크리트 구조물의 해석에 기초한 계산에 의해 수행된다.	0	
3239	2개 이상의 철근을 묶어서 사용하는 다발철근은 이형철근으로, 그 개수는 4개 이하이어야 하며, 이들은 스터럽이나 띠철근으로 둘러싸여져야 한다.	0	
3240	수평보강재는 식(4.3-134)의 시공성 기준, 식(4.3-141)의 사용한계상태기준, 그리고 강도한계상태에서의 요구조건을 모두 만족하도록 설치위치를 결정해야 한다.	1	['수평보강재는', '설치위치를', '결정해야 한다.']
3241	경사 또는 계단형 기초판에서 경사의 각도, 계단의 깊이 및 위치는 모든 단면에서 설계조건을 만족하여야 한다.	1	['위치는', '설계조건을', '만족하여야 한다.']
3242	슬래브와 보가 있을 경우 받침부 사이의 보 및 이들과 직교하여 골조를 이루는 기둥 또는 벽체를 포함하는 슬래브 시스템은 연직하중에 대하여 4.1.3에서 규정하고 있는 직접설계법이나 4.1.4에서 규정하고 있는 등가골조법으로 설계할 수 있다.	0	
3243	기온이나 상대습도는 특별한 경우를 제외하면 측정된 값의 평균이나 관련 문헌조사로 획득한 값을 그대로 평가입력값으로 사용할 수 있다.	0	
3244	연속적으로 횡지지된 인장 또는 압축플랜지강도한계상태에서 다음의 요구조건을 만족해야 한다.	0	
3245	현장조사를 수행하기 위해서는 사전 조사를 통해 철저한 점검계획을 수립하여야 하며, 다음에 제시된 사항을 고려하여야 한다.	0	
3246	철근콘크리트 기둥은 KDS 14 20 80(4.7 제외)의 요구사항을 만족해야 한다.	1	['기둥은', '요구사항을', '만족해야 한다.']
3247	4.6은 보강재, 거세트플레이트, ㄱ형강, 브라켓과 보-기둥의 패널영역과 같은 접합요소의 설계에 적용한다.	0	
3248	프리스트레스트콘크리트 휨부재에서는 철근이나 긴장재를 포함한 부착보강재의 일부 혹은 전부를 가능하면 인장연단에 가깝게 배치하여야 한다.	0	
3249	다른 모든 경우값은 다음에서 산정되는 탄성비틀림좌굴응력과 탄성휨비틀림좌굴응력을 사용하여, 식 (4.2-2)와 식 (4.2-3)에 따라 산정한다.	1	['경우값은', '탄성휨비틀림좌굴응력을', '사용하여']
3250	기초판 또는 완성된 면을 지압하는 조립 압축부재의 단부에서는 서로 접촉된 모든 구성요소들을 부재의 최대폭보다 길게 용접하거나, 부재 최대폭의 1.5배 이상의 구간에 대하여 길이방향으로 볼트직경의 4배 이하 간격으로 볼트접합한다.	0	
3251	나선철근은 확대기초판 또는 기초 슬래브의 윗면에서 그 위에 지지된 부재의 최하단 수평철근까지 연장되어야 한다.	0	
3252	설계하중은 원칙적으로 KDS 14 30 05를 따르고, 세부사항은 관련 지침에 따른다.	1	['설계하중은', 'KDS 14 30 05를', '따르고']
3253	활하중에 의한 압축력은 차량진행 직각방향 하중분포, 차량진행방향 하중분포, 그리고 윤하중의 작용거리에 따른 영향을 엄밀히 고려하여 식(4.5-23)으로 산정한다.	0	
3254	책임구조기술자는 재하시험 전에 재하하중, 계측, 시험조건, 수치해석 등을 포함한 재하시험 계획을 수립하여 구조물의 소유주 또는 관리 주체의 승인을 받아야 한다.	1	['책임구조기술자는', '승인을', '받아야 한다.']
3255	헤어핀 철근 또는 스터럽은 단부에 수직으로 슬래브에 연장된 다리를 가지고 배치하여야 한다.	0	
3256	이 기준에서 임계용접부로 지정하지는 않았지만, 임계용접부의 지정이 합당한 용접부가 있을 수가 있다.	0	
3257	대각선 다발철근은 최소한 4개의 철근으로 이루어져야 하며, 각 대각선 철근은 벽체 안으로 인장에 대해 정착시켜야 한다.	0	
3258	하나의 판재와 형강 또는 두 개의 판재로 구성되어 연속적으로 접합되는 조립인장재에서 재축방향 긴결간격은 최소한 다음 조건을 만족해야 한다.	1	['긴결간격은', '조건을', '만족해야 한다.']
3259	콘크리트를 친 후 28일 이내에 부재의 원래 설계하중이나 응력을 받지 않은 경우, 부재의 압축강도는 책임구조기술자가 승인하는 경우 재령에 따른 증가계수를 곱할 수 있다.	1	['압축강도는', '증가계수를', '곱할']
3260	안정성은 구조물의 전체 및 각 요소에 대하여 만족해야 하며, 구조물과 그 요소들의 안정성에 대해 다음 모든 사항들을 고려해야 한다.	1	['안정성은', '사항들을', '고려해야 한다.']
3261	수문에 사용하는 재료는 법규와 기준이 있는 경우에는 그것에 따라야 하며, 없는 경우에는 합리적인 자료에 기초하여 판단하고 근거를 제시한다.	0	
3262	단일 래티스부재 세장비는 140 이하로 하고, 복 래티스의 경우에는 200 이하로 한다.	0	
3263	철근과 콘크리트의 변형률은 중립축부터 거리에 비례하는 것으로 가정할 수 있다.	0	
3264	케이블구조물의 구조해석은 초기형상을 고려한 유한변위이론을 사용하여 정적 탄성해석을 실시하는 것을 원칙으로 하나, 필요하다고 인정되는 경우에는 동적해석을 실시한다.	1	['구조해석은', '유한변위이론을', '사용하여']
3265	단일ㄱ형강 다리의 공칭전단강도는 식 (4.3-85)로 산정한다.	0	
3266	앵커볼트의 콘크리트 내 정착관련 규정은 KDS 14 20 52와  KDS 14 20 54를 참고한다.	1	['규정은', 'KDS 14 20 54를', '참고한다.']
3267	이 기준의 규정은 휨모멘트나 축력을 받는 부재 또는 휨모멘트와 축력을 동시에 받는 부재의 설계에 적용하여야 한다.	0	
3268	합성기둥은 특수 내진시스템에 관한 12.3.1.4 또는 12.3.1.5의 요구사항을 만족해야 한다.	1	['합성기둥은', '요구사항을', '만족해야 한다.']
3269	V 및 역V형 보통중심 가새골조의 보와 K형 보통중심 가새골조의 기둥은 연속이어야 하며 다음 조건을 만족해야 한다.	1	['기둥은', '조건을', '만족해야 한다.']
3270	에폭시가 경화 전에 최소한 0.3MPa의 압축응력이 에폭시 줄눈에 가해져야 한다.	0	
3271	그 형상은 강구조 내진성능 접합부 인증지침에 따른 접합부의 형상과 일관성을 유지해야 한다.	1	['형상은', '일관성을', '유지해야 한다.']
3272	유형 1의 기계적이음은 기둥이나 보의 단부로부터 또는 비선형 횡변위의 결과로 철근의 항복이 일어날 수 있는 단면부터 부재 깊이의 두 배만큼 떨어진 거리 안에서 사용할 수 없으며, 유형 2의 기계적이음은 어떤 위치에서든 사용할 수 있다.	0	
3273	부식문체에는 물과 접하는 부분 및 마모의 우려가 있는 부재에 대해서는 계산에 의한 판두께에 표 4.8-4의 값 이상을 더한 값을 적용한다.	0	
3274	합성 지진하중 저항시스템의 철근콘크리트 요소의 설계에는 KDS 14 20 00의 관련 요구사항을 이 규정에 맞게 조정하여 사용한다.	0	
3275	단면 크기나 재료 특성은 이 절에 의하여 결정하고 4.3에 따라 계산한다면, KDS 14 20 10(3.3)에서 규정한 강도감소계수를 증가시킬 수 있다.	0	
3276	휨부재 1축압축요소의 설계를 위해 단순한 형태의 콘크리트 응력-변형률 관계를 사용할 수 있다.	0	
3277	후설치앵커를 사용할 때 콘크리트 설계기준압축강도가 55MPa을 초과하는 경우 시험으로 검증하여야 한다.	1	['설계기준압축강도가', '55MPa을', '초과하는']
3278	보강설계를 할 때에는 보강 후의 구조내하력 증가 외에 사용성과 내구성 등의 성능 향상을 고려하여야 한다.	0	
3279	예상 가능한 하중조합의 영향이 부재의 사용한계상태를 초과하지 않는다는 것을 검증하여야 한다.	1	['영향이', '사용한계상태를', '초과하지']
3280	강도한계상태에서 인장력을 받는 이음판의 설계단면력은 4.1.4.1에 규정된 설계인장강도를 초과하지 않도록 해야 한다.	0	
3281	기존 구조물의 안전성 평가를 위한 해석은 설계를 위한 해석 방법과 동일하게 수행하여야 한다.	0	
3282	강구조에 적용하는 강재의 허용 판 두께는 3.4를 따른다.	1	['두께는', '3.4를', '따른다.']
3283	설계강도는 주강관벽 소성화, 측벽 국부항복, 비균일 하중분포로 인한 국부항복, 주강관의 뒴파단의 한계상태들에 따라 구한 최솟값으로 한다.	0	
3284	좌굴방지 시스템은 강재 코아의 케이싱으로 구성된다.	0	
3285	알칼리 골재반응성에 관한 평가는 부록 식(4.6-1)과 같이 알칼리 골재반응에 따른 콘크리트의 팽창량으로 평가한다.	0	
3286	단속 필릿용접의 한 세그멘트 길이는 용접치수의 4배 이상이며 최소 40mm이어야 한다.	0	
3287	복 래티스부재들은 교차부분에서 연결되어야 한다.	0	
3288	회전과 병진운동에 대한 기둥의 양단 지지조건을 적절히 고려하기 위하여 유효길이 계수 K를 기둥의 실제 길이에 곱해야 한다.	0	
3289	띠판에서의 단속용접 또는 연결재의 재축방향 간격은 150mm 이하로 한다.	0	
3290	이 규정 대신에 KDS 14 20 00을 사용할 수 있다.	0	
3291	이 규정은 4.3.3.1.1.1, 4.3.3.1.1.3~4.3.3.1.1.8 및 4.3.3.2.1.1~ 4.3.3.2.1.4에 정의되거나 기술된 요구조건을 만족하는 합성단면, 하이브리드 단면 및 균질 단면, 그리고 웨브의 높이가 일정하거나 변하는 단면에 적용한다.	0	
3292	이들 위치에서는 4.5.4(2)에 규정된 횡방향 철근의 간격을 150mm까지 증가시킬 수 있다.	0	
3293	하중입력값은 정밀현장조사에 의하여, 설계에서와 동일한 수준의 안전율을 확보할 수 있도록 적절한 확률⋅통계적인 방법으로 평가하는 경우, 고정하중과 활하중의 크기는 구조설계 도서에서 명기된 것과 다른 하중의 크기를 사용할 수 있다.	1	['크기는', '크기를', '사용할']
3294	다만, 전체 유효단면적은 보강재 단면적의 1.7배를 넘지 않는 것으로 한다.	0	
3295	프리캐스트콘크리트 세그멘탈 교량에서 세그멘트 사이에는 에폭시 줄눈과 건식 줄눈을 사용할 수 있다.	0	
3296	비균열등급과 부분균열등급 휨부재의 사용하중에 의한 응력은 비균열단면을 사용하여 계산하여야 한다.	0	
3297	수평보강재가 있는 웨브는 다음을 만족해야 한다.	1	['웨브는', '다음을', '만족해야 한다.']
3298	링크 단부에는 링크 상하플랜지에 횡지지재를 설치해야 한다.	0	
